Age,Attrition,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome
31,0,Travel_Rarely,Sales,Life Sciences,1,Female,3,2,4,Married,5476,No,10,3,10,0,0,2,5
49,0,Travel_Rarely,Research & Development,Medical,4,Female,3,1,1,Divorced,2587,Yes,17,2,2,2,2,2,16
38,0,Travel_Frequently,Research & Development,Medical,4,Female,2,1,2,Single,2440,No,4,3,4,3,3,3,2
47,0,Travel_Rarely,Sales,Life Sciences,2,Female,4,4,2,Divorced,15972,No,29,3,3,2,1,2,2
49,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,4,3,Single,15379,No,23,3,8,7,0,0,1
41,0,Travel_Rarely,Sales,Life Sciences,4,Male,3,3,3,Single,7082,Yes,21,3,2,0,0,2,23
20,0,Travel_Rarely,Sales,Life Sciences,4,Male,3,1,1,Single,2728,No,2,3,2,2,0,2,9
33,0,Non-Travel,Sales,Life Sciences,3,Female,3,2,4,Divorced,5368,Yes,7,3,6,5,1,2,16
36,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,2,3,Married,5347,No,10,2,3,2,0,2,26
44,0,Travel_Rarely,Human Resources,Life Sciences,3,Female,3,1,4,Divorced,3195,Yes,8,3,2,2,2,2,1
23,1,Travel_Rarely,Research & Development,Medical,4,Male,2,1,3,Single,3989,Yes,5,3,5,4,1,2,8
38,0,Travel_Rarely,Research & Development,Medical,4,Female,3,1,3,Married,3306,No,7,2,0,0,0,0,4
53,0,Travel_Rarely,Research & Development,Medical,2,Male,4,3,4,Married,7005,No,11,3,4,3,1,2,24
48,1,Travel_Frequently,Sales,Medical,4,Female,3,1,3,Married,2655,Yes,19,3,9,7,7,7,7
32,1,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,2,Single,1393,No,1,3,1,0,0,0,2
26,0,Non-Travel,Research & Development,Medical,4,Male,3,1,4,Single,2570,No,7,3,7,7,5,7,7
55,0,Travel_Rarely,Research & Development,Technical Degree,1,Male,2,1,2,Divorced,3537,No,8,3,4,2,1,2,22
34,0,Travel_Rarely,Research & Development,Medical,2,Male,2,2,4,Married,3986,No,15,4,15,10,4,13,5
60,0,Travel_Rarely,Research & Development,Medical,3,Male,1,3,4,Divorced,10883,No,19,4,1,0,0,0,1
33,0,Travel_Rarely,Research & Development,Medical,2,Male,4,1,2,Married,2028,No,14,3,14,11,2,13,21
37,0,Travel_Frequently,Sales,Medical,3,Male,1,2,4,Divorced,9525,No,6,2,6,3,1,3,1
34,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,2,1,4,Married,2929,No,10,3,10,9,8,7,19
23,1,Travel_Rarely,Sales,Life Sciences,3,Male,3,1,4,Divorced,2275,Yes,3,3,3,2,0,2,7
44,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,4,3,4,Married,7879,Yes,9,3,8,7,6,7,2
35,0,Travel_Frequently,Research & Development,Medical,1,Male,2,1,4,Single,4930,Yes,6,4,5,4,1,4,2
43,0,Travel_Rarely,Sales,Medical,4,Male,3,2,4,Married,7847,Yes,10,3,10,9,8,8,2
24,0,Travel_Rarely,Research & Development,Medical,3,Male,4,1,3,Married,4401,No,5,3,5,3,0,4,9
41,0,Travel_Rarely,Sales,Marketing,4,Male,3,3,3,Single,9241,No,10,3,10,8,8,7,6
29,0,Travel_Rarely,Research & Development,Medical,4,Female,3,1,3,Married,2974,No,9,3,5,3,1,2,9
36,0,Travel_Rarely,Sales,Life Sciences,3,Female,3,2,4,Single,4502,No,17,2,13,7,6,7,2
45,0,Non-Travel,Research & Development,Life Sciences,3,Male,2,3,3,Married,10748,No,25,2,23,15,14,4,1
24,1,Travel_Rarely,Human Resources,Human Resources,4,Male,1,1,3,Married,1555,No,1,3,1,0,0,0,22
47,1,Travel_Frequently,Sales,Life Sciences,3,Male,1,4,3,Married,12936,No,25,1,23,5,14,10,9
26,0,Travel_Rarely,Research & Development,Medical,4,Male,1,1,3,Married,2305,No,3,4,3,2,0,2,17
45,0,Travel_Rarely,Research & Development,Technical Degree,4,Female,2,4,2,Single,16704,No,21,3,21,6,8,6,28
32,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,1,3,Married,3433,No,10,2,5,2,1,3,10
31,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,3,Married,3477,No,6,4,5,2,0,3,2
41,0,Non-Travel,Human Resources,Human Resources,3,Male,1,2,2,Married,6430,No,10,3,3,2,1,2,4
40,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,2,1,Married,6516,Yes,18,3,1,0,0,0,8
24,0,Travel_Rarely,Research & Development,Medical,2,Male,3,1,1,Divorced,3907,No,6,4,6,2,1,2,29
46,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,2,2,Single,5562,No,19,3,10,7,0,9,13
35,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,2,3,Married,6883,No,17,3,7,7,0,7,27
30,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,4,Married,2862,No,10,2,10,0,0,8,16
47,0,Non-Travel,Sales,Marketing,3,Male,3,2,2,Married,4978,No,4,1,1,0,0,0,2
46,0,Travel_Rarely,Sales,Life Sciences,3,Male,3,3,4,Divorced,10368,Yes,13,2,10,6,0,3,2
36,1,Travel_Rarely,Sales,Marketing,2,Male,2,2,1,Divorced,6134,Yes,16,3,2,2,2,2,13
32,1,Travel_Rarely,Sales,Life Sciences,1,Male,1,2,2,Single,6735,No,10,3,0,0,0,0,1
23,0,Travel_Rarely,Research & Development,Medical,3,Female,3,1,2,Single,3295,No,3,1,3,2,1,2,4
31,0,Travel_Frequently,Research & Development,Technical Degree,4,Female,3,2,4,Single,5238,No,9,2,5,4,1,4,24
39,0,Non-Travel,Research & Development,Life Sciences,4,Male,3,2,4,Married,6472,Yes,9,3,9,8,5,8,1
32,0,Travel_Rarely,Sales,Life Sciences,4,Male,1,3,3,Married,9610,No,10,1,4,3,0,2,19
40,0,Travel_Rarely,Sales,Medical,2,Male,3,5,2,Single,19833,No,21,2,21,8,12,8,7
45,0,Travel_Rarely,Human Resources,Life Sciences,3,Female,1,3,3,Married,9756,No,9,4,5,0,0,3,4
30,0,Travel_Frequently,Research & Development,Technical Degree,4,Female,2,1,1,Single,4968,No,10,3,9,7,0,7,2
24,0,Travel_Frequently,Human Resources,Medical,1,Male,3,1,4,Married,2145,No,3,3,2,2,2,1,10
30,1,Travel_Frequently,Human Resources,Human Resources,3,Female,2,1,4,Divorced,2180,No,6,2,4,2,1,2,8
31,0,Travel_Rarely,Sales,Technical Degree,1,Male,3,2,3,Married,8346,No,6,3,5,2,0,2,5
27,0,Travel_Rarely,Research & Development,Medical,3,Female,3,1,4,Single,3445,No,6,2,6,2,1,4,8
29,1,Travel_Rarely,Sales,Marketing,2,Female,1,1,2,Single,2760,No,2,3,2,2,2,2,9
29,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,4,2,3,Single,6294,Yes,10,4,3,2,0,2,1
30,0,Travel_Rarely,Sales,Marketing,3,Male,2,3,1,Divorced,7140,No,12,3,7,7,1,7,15
34,0,Travel_Rarely,Research & Development,Medical,4,Male,4,1,4,Married,2932,Yes,6,3,5,0,1,2,2
33,0,Non-Travel,Sales,Marketing,4,Female,3,2,2,Single,5147,No,13,2,11,7,1,7,2
49,0,Travel_Rarely,Sales,Marketing,4,Female,3,2,4,Single,4507,No,8,4,5,1,0,4,11
33,1,Travel_Rarely,Sales,Life Sciences,1,Female,3,3,1,Single,8564,Yes,11,2,0,0,0,0,16
38,0,Travel_Frequently,Research & Development,Medical,3,Female,2,1,2,Married,2468,No,9,2,6,1,0,5,2
31,1,Travel_Rarely,Sales,Marketing,1,Male,3,3,3,Married,8161,No,10,3,1,0,0,0,16
29,0,Travel_Rarely,Research & Development,Technical Degree,4,Female,2,1,1,Divorced,2109,No,1,3,1,0,0,0,4
30,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,4,2,3,Married,5294,No,10,3,7,0,1,7,16
32,0,Non-Travel,Research & Development,Technical Degree,2,Male,3,1,2,Single,2718,No,12,3,7,7,0,7,5
38,0,Travel_Rarely,Research & Development,Medical,2,Male,1,2,4,Married,5811,Yes,15,3,1,0,1,0,18
43,1,Travel_Frequently,Research & Development,Technical Degree,3,Male,2,1,3,Married,2437,Yes,6,3,1,0,0,0,17
42,0,Travel_Rarely,Research & Development,Medical,2,Male,3,1,2,Divorced,2766,No,7,2,5,3,0,4,12
55,0,Travel_Rarely,Research & Development,Medical,3,Male,2,5,1,Married,19038,No,34,3,1,0,0,0,2
33,0,Non-Travel,Research & Development,Technical Degree,4,Male,3,2,2,Divorced,3055,No,11,2,9,8,1,7,4
41,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,1,Divorced,2289,No,5,3,5,3,0,4,9
34,0,Non-Travel,Sales,Life Sciences,4,Male,3,2,3,Divorced,4001,Yes,15,3,15,14,0,7,10
53,0,Non-Travel,Research & Development,Medical,1,Female,2,4,3,Married,12965,Yes,27,2,3,2,0,2,1
43,0,Travel_Rarely,Human Resources,Life Sciences,2,Male,3,1,4,Single,3539,No,10,3,9,7,1,8,2
34,0,Travel_Rarely,Sales,Life Sciences,4,Female,1,2,4,Single,6029,No,6,3,2,2,2,2,3
21,1,Travel_Rarely,Sales,Marketing,2,Male,3,1,2,Single,2679,No,1,3,1,0,1,0,7
38,0,Travel_Rarely,Research & Development,Other,4,Female,2,1,3,Married,3702,No,5,3,5,4,0,4,6
22,1,Travel_Rarely,Research & Development,Medical,3,Female,3,1,1,Married,2398,Yes,1,3,1,0,0,0,8
31,0,Travel_Rarely,Sales,Marketing,1,Female,2,2,4,Married,5468,No,13,3,12,7,5,7,29
51,0,Travel_Rarely,Research & Development,Technical Degree,1,Female,3,3,3,Married,13116,No,15,3,2,2,2,2,3
37,0,Travel_Rarely,Sales,Marketing,2,Male,2,2,2,Married,4189,No,5,3,5,2,0,3,9
46,0,Travel_Rarely,Research & Development,Medical,3,Male,3,5,4,Divorced,19328,Yes,24,3,2,1,2,2,2
36,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,3,1,Married,8321,Yes,15,3,12,8,5,7,10
44,1,Travel_Frequently,Research & Development,Medical,3,Male,3,1,2,Divorced,2342,Yes,6,2,5,3,2,3,1
37,0,Travel_Rarely,Human Resources,Other,3,Male,3,2,2,Divorced,4071,No,19,2,10,0,4,7,8
35,1,Travel_Rarely,Sales,Life Sciences,3,Male,3,2,4,Single,5813,Yes,10,3,10,7,7,7,27
33,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,4,1,1,Married,3143,No,14,3,10,8,7,6,8
28,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,4,Married,2044,No,5,4,5,3,0,3,1
39,0,Travel_Rarely,Research & Development,Medical,3,Male,3,3,3,Single,13464,No,9,3,4,3,2,2,10
46,0,Non-Travel,Sales,Life Sciences,2,Male,2,2,2,Single,7991,No,6,3,2,2,2,2,26
40,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,1,1,Married,3377,No,7,2,4,3,0,2,2
42,0,Travel_Rarely,Research & Development,Medical,2,Male,4,2,1,Married,5538,No,10,2,0,0,0,0,13
35,0,Non-Travel,Research & Development,Medical,2,Male,3,2,4,Divorced,5762,No,15,3,7,7,1,7,2
38,0,Non-Travel,Human Resources,Human Resources,1,Male,3,1,2,Divorced,2592,No,13,3,11,10,3,8,2
34,1,Travel_Frequently,Research & Development,Life Sciences,4,Male,3,2,1,Married,5346,No,11,2,7,1,0,7,9
37,1,Travel_Rarely,Research & Development,Medical,4,Male,3,2,1,Single,4213,No,10,1,10,3,0,8,10
39,0,Travel_Frequently,Sales,Life Sciences,3,Male,3,2,4,Divorced,4127,No,7,3,2,1,2,2,20
43,0,Non-Travel,Research & Development,Life Sciences,1,Male,3,1,3,Single,2438,No,7,2,3,2,1,2,9
41,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,4,2,2,Single,6870,No,11,1,3,2,1,2,5
41,0,Travel_Rarely,Sales,Marketing,3,Female,3,3,3,Divorced,10447,Yes,23,4,22,14,13,5,4
30,0,Travel_Rarely,Research & Development,Medical,1,Female,3,3,3,Single,9667,No,9,3,7,7,0,2,10
26,1,Travel_Rarely,Human Resources,Medical,4,Female,3,1,2,Married,2148,Yes,6,3,5,1,1,4,20
46,1,Travel_Rarely,Research & Development,Medical,4,Female,3,2,2,Married,8926,No,13,4,9,7,3,7,21
40,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,2,4,Divorced,6513,No,12,3,5,3,0,3,1
34,0,Travel_Rarely,Sales,Technical Degree,2,Male,4,2,3,Married,6799,No,10,3,10,8,4,8,8
58,0,Non-Travel,Sales,Medical,2,Male,3,4,2,Divorced,16291,No,37,2,16,9,14,14,2
35,0,Travel_Rarely,Research & Development,Medical,2,Male,1,1,3,Married,2705,No,6,4,5,4,0,3,23
47,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,2,3,2,Divorced,10333,Yes,28,3,22,11,14,10,4
40,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,2,1,Divorced,4448,No,15,3,7,4,7,7,12
54,0,Travel_Rarely,Research & Development,Medical,4,Female,3,2,4,Married,6854,No,14,2,7,1,1,7,7
31,0,Travel_Frequently,Sales,Marketing,1,Female,3,3,1,Married,9637,No,9,3,3,2,2,2,7
28,0,Travel_Rarely,Research & Development,Medical,3,Female,3,1,1,Married,3591,No,3,3,3,2,1,2,1
38,0,Travel_Rarely,Sales,Marketing,2,Female,1,2,4,Married,5405,Yes,20,2,4,2,0,3,2
26,0,Travel_Rarely,Sales,Medical,3,Male,3,2,4,Single,4684,No,5,3,5,3,1,2,10
58,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,4,3,Married,15787,Yes,23,3,2,2,2,2,15
18,0,Non-Travel,Research & Development,Medical,2,Female,3,1,3,Single,1514,No,0,1,0,0,0,0,14
31,1,Travel_Rarely,Human Resources,Human Resources,4,Male,4,1,1,Married,2956,No,2,3,1,0,0,0,18
29,1,Travel_Rarely,Human Resources,Human Resources,1,Male,2,1,1,Divorced,2335,Yes,4,3,2,2,2,0,13
45,0,Non-Travel,Sales,Life Sciences,3,Female,3,2,3,Married,5154,No,10,4,8,7,5,7,2
36,0,Travel_Rarely,Research & Development,Other,4,Female,3,2,2,Married,6962,Yes,15,3,1,0,0,0,2
43,0,Travel_Frequently,Sales,Life Sciences,1,Male,3,2,4,Married,5675,No,7,3,7,7,7,7,2
27,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,1,4,Single,2379,Yes,6,2,5,4,0,2,5
29,0,Travel_Frequently,Research & Development,Medical,4,Male,3,1,4,Married,3812,No,11,4,11,8,3,10,20
32,0,Travel_Frequently,Sales,Marketing,4,Male,3,2,4,Single,4648,No,4,4,0,0,0,0,10
42,0,Non-Travel,Research & Development,Technical Degree,3,Male,3,1,3,Married,2936,No,10,2,6,3,3,3,10
47,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,1,3,Single,2105,No,7,3,2,2,2,0,9
46,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,3,4,Divorced,8578,No,12,2,9,8,4,7,2
28,0,Non-Travel,Human Resources,Life Sciences,3,Male,3,1,4,Divorced,2706,No,3,3,3,2,2,2,1
29,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,1,2,3,Divorced,6384,No,11,3,7,0,1,6,29
42,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,3,Single,3968,No,8,3,0,0,0,0,8
32,1,Travel_Rarely,Sales,Marketing,3,Male,2,2,2,Single,9907,Yes,7,2,2,2,2,2,2
46,0,Travel_Rarely,Sales,Technical Degree,1,Female,4,4,1,Divorced,13225,No,25,3,19,17,2,8,3
27,0,Travel_Rarely,Sales,Medical,2,Female,2,2,3,Married,3540,No,9,3,9,8,5,8,23
29,0,Travel_Rarely,Human Resources,Medical,4,Male,2,1,2,Married,2804,No,1,3,1,0,0,0,6
43,0,Travel_Rarely,Research & Development,Medical,1,Female,2,5,3,Married,19392,No,21,3,16,12,6,14,6
48,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,5,2,Married,19665,No,29,3,22,10,12,9,10
29,1,Travel_Frequently,Research & Development,Life Sciences,4,Male,2,1,4,Single,2439,Yes,1,2,1,0,1,0,24
46,1,Travel_Rarely,Sales,Life Sciences,3,Female,3,3,2,Married,7314,No,14,3,8,7,0,7,10
27,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,2,1,1,Married,4774,No,8,2,7,6,7,3,15
39,0,Travel_Rarely,Research & Development,Other,4,Male,3,2,4,Divorced,3902,No,7,3,2,2,2,2,19
55,0,Travel_Rarely,Research & Development,Technical Degree,2,Male,2,1,4,Married,2662,No,19,4,5,2,0,4,2
28,0,Travel_Rarely,Sales,Medical,2,Female,3,1,2,Married,2856,No,1,3,1,0,0,0,3
30,1,Travel_Rarely,Sales,Medical,2,Male,3,1,4,Single,1081,No,1,2,1,0,0,0,9
22,1,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,2,Single,2472,Yes,1,3,1,0,0,0,7
36,0,Travel_Rarely,Sales,Technical Degree,2,Female,2,2,3,Married,5673,Yes,10,3,10,9,1,7,10
31,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,2,3,Divorced,4197,No,10,3,10,8,0,2,20
34,0,Travel_Rarely,Sales,Life Sciences,3,Male,3,3,4,Married,9713,Yes,9,3,5,3,1,0,4
29,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,1,Single,2062,No,11,3,3,2,1,2,7
37,0,Travel_Rarely,Research & Development,Medical,4,Male,3,2,1,Married,4284,Yes,16,3,5,3,0,4,7
35,0,Travel_Rarely,Research & Development,Other,4,Female,2,2,2,Married,4788,Yes,4,3,3,2,0,2,16
45,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,2,2,4,Married,5906,No,10,2,9,8,3,8,25
36,0,Travel_Frequently,Human Resources,Human Resources,2,Male,2,2,4,Single,3886,No,10,2,10,1,0,8,2
40,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,4,1,Divorced,16823,No,22,3,19,7,11,16,1
26,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,2,1,3,Married,2933,Yes,1,2,1,0,1,0,1
27,0,Travel_Rarely,Sales,Medical,1,Female,4,2,3,Single,6500,No,9,2,8,7,0,7,2
48,0,Travel_Frequently,Research & Development,Medical,4,Female,3,4,4,Divorced,17174,No,24,3,22,17,4,7,22
44,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,4,2,1,Married,5033,No,10,3,2,0,2,2,1
34,1,Non-Travel,Research & Development,Technical Degree,4,Male,1,1,1,Married,2307,Yes,5,3,5,2,3,0,16
56,1,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,4,Single,2587,No,5,3,4,2,1,0,24
36,0,Travel_Rarely,Sales,Marketing,3,Male,2,2,2,Married,5507,No,12,1,4,2,1,3,17
41,0,Travel_Rarely,Sales,Marketing,3,Female,3,2,2,Married,4393,No,14,3,5,4,1,4,8
42,0,Travel_Rarely,Research & Development,Medical,3,Male,3,3,1,Married,13348,No,18,4,13,7,5,7,6
31,0,Travel_Rarely,Sales,Medical,3,Female,3,2,4,Divorced,6583,Yes,8,3,5,2,1,4,10
34,0,Travel_Rarely,Sales,Medical,4,Female,2,2,4,Married,8103,Yes,9,2,4,2,0,1,3
31,0,Travel_Rarely,Research & Development,Medical,1,Female,4,1,3,Divorced,3978,No,4,2,2,2,2,2,4
26,0,Travel_Frequently,Research & Development,Other,3,Male,4,1,4,Married,2544,No,8,3,7,7,7,7,6
45,0,Travel_Frequently,Research & Development,Medical,2,Male,3,2,3,Single,5399,No,12,3,4,2,0,3,1
33,0,Travel_Rarely,Sales,Marketing,2,Male,3,2,3,Single,5487,No,10,2,10,4,0,9,10
28,0,Travel_Frequently,Sales,Life Sciences,3,Male,2,2,4,Married,6834,Yes,7,3,7,7,0,7,1
29,1,Travel_Frequently,Sales,Technical Degree,3,Male,4,1,1,Single,1091,No,1,3,1,0,0,0,24
39,0,Non-Travel,Sales,Life Sciences,1,Female,1,2,3,Married,5736,No,10,3,3,2,1,2,21
27,0,Travel_Rarely,Research & Development,Technical Degree,2,Male,3,1,2,Married,2226,No,6,2,5,3,1,2,2
34,0,Travel_Frequently,Research & Development,Other,3,Male,2,2,4,Married,5747,Yes,16,3,15,10,6,11,22
28,1,Travel_Rarely,Sales,Marketing,4,Female,3,2,3,Single,9854,Yes,6,3,2,0,2,2,13
47,0,Non-Travel,Research & Development,Technical Degree,3,Male,3,2,2,Married,5467,No,16,4,8,7,1,7,14
56,0,Travel_Rarely,Sales,Marketing,4,Female,2,2,1,Married,5380,No,6,3,0,0,0,0,11
39,0,Travel_Rarely,Research & Development,Medical,1,Male,3,2,1,Married,5151,No,10,3,10,0,7,9,9
38,0,Travel_Frequently,Research & Development,Medical,4,Female,2,2,2,Divorced,2133,Yes,20,3,20,11,0,7,8
58,0,Travel_Rarely,Sales,Life Sciences,4,Female,3,4,4,Married,17875,Yes,29,2,1,0,0,0,21
32,1,Travel_Frequently,Research & Development,Life Sciences,1,Female,4,1,3,Single,2432,Yes,8,3,4,1,0,3,5
38,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,3,1,4,Divorced,4771,No,10,4,5,2,0,3,9
49,0,Travel_Frequently,Research & Development,Life Sciences,2,Male,3,5,4,Married,19161,No,28,3,5,4,4,3,2
42,0,Travel_Rarely,Sales,Marketing,2,Male,3,2,4,Divorced,5087,Yes,14,3,0,0,0,0,12
27,1,Travel_Frequently,Human Resources,Human Resources,1,Female,2,1,2,Married,2863,No,1,3,1,0,0,0,22
35,0,Travel_Rarely,Sales,Medical,2,Male,3,2,1,Married,5561,No,6,1,5,3,0,4,18
28,0,Non-Travel,Research & Development,Medical,3,Male,3,1,3,Single,2144,No,5,2,5,3,1,4,16
31,0,Non-Travel,Research & Development,Medical,3,Male,3,1,1,Divorced,3065,Yes,4,4,4,2,2,3,3
36,0,Non-Travel,Research & Development,Life Sciences,1,Male,4,1,2,Married,2810,No,5,3,5,4,0,2,9
34,0,Travel_Rarely,Sales,Marketing,1,Male,3,3,4,Single,9888,No,14,2,14,8,2,1,1
34,0,Travel_Rarely,Sales,Medical,4,Male,3,3,3,Divorced,8628,No,9,2,8,7,1,1,13
26,0,Travel_Rarely,Research & Development,Medical,3,Male,3,1,1,Single,2867,No,8,2,7,7,7,6,1
29,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,2,1,Married,5373,No,6,2,5,3,0,2,1
32,0,Non-Travel,Research & Development,Medical,3,Female,3,2,4,Divorced,6667,No,9,3,5,1,1,2,15
31,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,1,2,1,Married,5003,No,10,3,10,8,8,7,1
28,1,Travel_Rarely,Research & Development,Technical Degree,3,Male,2,1,4,Divorced,2367,No,6,2,4,1,0,3,17
38,0,Travel_Rarely,Sales,Life Sciences,1,Male,2,1,1,Single,2858,No,20,2,1,0,0,0,1
35,0,Travel_Rarely,Sales,Life Sciences,3,Female,3,2,4,Married,5204,Yes,10,3,10,8,0,9,7
27,0,Travel_Rarely,Sales,Marketing,4,Male,3,2,4,Single,4105,No,7,3,7,7,0,7,9
32,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,2,4,Single,9679,No,8,3,1,0,0,0,5
31,1,Travel_Frequently,Sales,Marketing,1,Male,3,2,4,Married,5617,Yes,10,3,10,7,0,8,26
53,1,Travel_Rarely,Sales,Life Sciences,1,Male,3,3,1,Single,10448,Yes,15,2,2,2,2,2,24
54,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,2,3,Married,2897,No,9,2,4,3,2,3,9
33,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,3,2,3,Divorced,5968,No,9,3,9,7,2,8,7
43,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,3,3,Married,7510,No,10,3,10,9,0,9,11
38,0,Travel_Frequently,Human Resources,Other,4,Male,3,1,2,Married,2991,Yes,7,3,6,2,1,2,1
55,0,Travel_Rarely,Human Resources,Human Resources,3,Male,4,5,2,Married,19636,Yes,35,3,10,9,1,4,26
31,0,Travel_Rarely,Research & Development,Medical,4,Female,1,1,4,Divorced,1129,Yes,1,3,1,0,0,0,2
39,0,Travel_Rarely,Sales,Marketing,2,Male,3,4,1,Single,13341,No,21,3,20,8,11,10,15
42,0,Non-Travel,Research & Development,Life Sciences,4,Male,2,2,3,Single,4332,No,20,3,20,9,3,7,23
31,0,Non-Travel,Research & Development,Medical,3,Female,3,3,3,Married,11031,No,13,4,11,7,4,8,10
54,0,Travel_Rarely,Research & Development,Medical,3,Female,3,2,1,Single,4440,Yes,9,3,5,2,1,4,10
24,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,2,2,3,Single,4617,No,4,2,4,3,1,2,1
23,0,Travel_Rarely,Research & Development,Other,4,Male,3,1,4,Single,2647,No,5,4,5,2,1,4,12
40,0,Travel_Frequently,Research & Development,Technical Degree,4,Female,3,2,3,Married,6323,No,10,4,10,9,9,4,11
40,0,Travel_Rarely,Sales,Marketing,2,Female,3,2,2,Married,5677,No,15,3,11,8,5,10,2
25,0,Travel_Rarely,Human Resources,Human Resources,3,Female,3,1,2,Married,2187,No,6,3,2,0,1,2,2
30,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,2,Married,3748,No,12,2,12,8,1,7,1
25,0,Travel_Rarely,Research & Development,Other,4,Male,3,1,3,Divorced,3977,Yes,7,2,2,2,0,2,2
47,0,Travel_Rarely,Research & Development,Medical,1,Male,3,3,3,Single,8633,No,25,3,17,14,12,11,25
33,0,Non-Travel,Research & Development,Medical,2,Male,2,1,3,Divorced,2008,No,1,2,1,1,0,0,1
38,0,Travel_Rarely,Sales,Life Sciences,4,Male,3,2,2,Married,4440,No,16,3,15,13,5,8,1
31,0,Travel_Rarely,Sales,Life Sciences,1,Male,3,1,3,Married,3067,No,3,3,2,2,1,2,2
38,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,2,2,3,Married,5321,No,10,3,8,3,7,7,6
42,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,2,1,Divorced,5410,Yes,9,2,4,3,1,2,18
41,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,4,Married,2782,No,12,3,5,3,1,0,1
47,0,Non-Travel,Research & Development,Medical,3,Female,3,3,2,Married,11957,No,14,1,13,8,5,12,1
35,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,3,Married,2660,Yes,5,3,2,2,2,2,11
22,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,3,Single,3375,No,4,4,3,2,1,2,1
35,0,Travel_Rarely,Research & Development,Medical,2,Male,3,2,3,Single,5098,No,10,3,10,7,0,8,9
33,0,Travel_Rarely,Research & Development,Medical,2,Female,3,2,4,Married,4878,Yes,10,3,9,7,8,1,15
32,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,2,1,2,Single,2837,No,6,3,6,2,4,1,29
40,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,4,Married,2406,No,8,2,1,0,0,0,1
32,0,Travel_Rarely,Sales,Medical,2,Male,2,1,2,Married,2269,No,3,3,2,2,2,2,1
39,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,2,4,Single,4108,No,18,3,7,7,1,7,24
